Call,Response,KB,Count
 no i don't like that,sure let me find an other option for you,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,953
 <SILENCE>,what do you think of this option: resto_london_expensive_british_7stars,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,953
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,953
 <SILENCE>,what do you think of this option: resto_london_expensive_british_1stars,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,953
 i love that,great let me do the reservation,<KB> resto_london_expensive_british_1stars resto_london_expensive_british_7stars ,953
 good morning,hello what can i help you with today,,954
 i'd like to book a table,i'm on it,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 with indian cuisine,where should it be,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 bombay please,how many people would be in your party,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 we will be four,which price range are looking for,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 in a expensive price range please,ok let me look into some options for you,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 <SILENCE>,what do you think of this option: resto_bombay_expensive_indian_5stars,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 <SILENCE>,what do you think of this option: resto_bombay_expensive_indian_4stars,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 i love that,great let me do the reservation,<KB> resto_bombay_expensive_indian_4stars resto_bombay_expensive_indian_5stars ,954
 good morning,hello what can i help you with today,,955
 may i have a table,i'm on it,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,955
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,955
 i love spanish food,where should it be,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,955
 paris please,how many people would be in your party,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,955
 we will be six,which price range are looking for,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,955
 in a moderate price range please,ok let me look into some options for you,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,955
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_7stars,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,955
 it's perfect,great let me do the reservation,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,955
 good morning,hello what can i help you with today,,956
 can you make a restaurant reservation for four people,i'm on it,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,956
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,956
 with spanish cuisine,where should it be,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,956
 paris please,which price range are looking for,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,956
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,956
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_8stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,956
 let's do it,great let me do the reservation,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,956
 hi,hello what can i help you with today,,957
 can you make a restaurant reservation in bombay for two people,i'm on it,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,957
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,957
 with spanish food,which price range are looking for,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,957
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,957
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_8stars,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,957
 that looks great,great let me do the reservation,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,957
 good morning,hello what can i help you with today,,958
 can you book a table,i'm on it,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 with italian food,where should it be,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 london please,how many people would be in your party,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 we will be two,which price range are looking for,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_8stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 do you have something else,sure let me find an other option for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_6stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 <SILENCE>,what do you think of this option: resto_london_cheap_italian_4stars,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 let's do it,great let me do the reservation,<KB> resto_london_cheap_italian_4stars resto_london_cheap_italian_6stars ,958
 hello,hello what can i help you with today,,959
 may i have a table in a cheap price range with spanish cuisine for six,i'm on it,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,959
 <SILENCE>,where should it be,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,959
 rome please,ok let me look into some options for you,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,959
 <SILENCE>,what do you think of this option: resto_rome_cheap_spanish_8stars,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,959
 let's do it,great let me do the reservation,<KB> resto_rome_cheap_spanish_6stars resto_rome_cheap_spanish_8stars ,959
 good morning,hello what can i help you with today,,960
 i'd like to book a table with indian food for four people in a cheap price range,i'm on it,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,960
 <SILENCE>,where should it be,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,960
 in bombay,ok let me look into some options for you,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,960
 <SILENCE>,what do you think of this option: resto_bombay_cheap_indian_8stars,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,960
 let's do it,great let me do the reservation,<KB> resto_bombay_cheap_indian_5stars resto_bombay_cheap_indian_8stars ,960
 good morning,hello what can i help you with today,,961
 can you book a table in bombay with spanish food for two in a moderate price range,i'm on it,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,961
 <SILENCE>,ok let me look into some options for you,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,961
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_8stars,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,961
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,961
 <SILENCE>,what do you think of this option: resto_bombay_moderate_spanish_6stars,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,961
 let's do it,great let me do the reservation,<KB> resto_bombay_moderate_spanish_1stars resto_bombay_moderate_spanish_8stars ,961
 hello,hello what can i help you with today,,962
 i'd like to book a table,i'm on it,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 with spanish cuisine,where should it be,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 paris please,how many people would be in your party,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 for four people please,which price range are looking for,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_8stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_2stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_1stars,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 it's perfect,great let me do the reservation,<KB> resto_paris_cheap_spanish_1stars resto_paris_cheap_spanish_2stars ,962
 hello,hello what can i help you with today,,963
 can you make a restaurant reservation,i'm on it,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 with indian cuisine,where should it be,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 in london,how many people would be in your party,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 we will be six,which price range are looking for,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 <SILENCE>,what do you think of this option: resto_london_moderate_indian_8stars,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 do you have something else,sure let me find an other option for you,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 <SILENCE>,what do you think of this option: resto_london_moderate_indian_5stars,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 no i don't like that,sure let me find an other option for you,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 <SILENCE>,what do you think of this option: resto_london_moderate_indian_4stars,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 i love that,great let me do the reservation,<KB> resto_london_moderate_indian_5stars resto_london_moderate_indian_8stars ,963
 good morning,hello what can i help you with today,,964
 may i have a table in rome in a expensive price range for eight people,i'm on it,<KB> resto_rome_expensive_french_1stars resto_rome_expensive_french_4stars ,964
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_expensive_french_1stars resto_rome_expensive_french_4stars ,964
 with french cuisine,ok let me look into some options for you,<KB> resto_rome_expensive_french_1stars resto_rome_expensive_french_4stars ,964
 <SILENCE>,what do you think of this option: resto_rome_expensive_french_8stars,<KB> resto_rome_expensive_french_1stars resto_rome_expensive_french_4stars ,964
 that looks great,great let me do the reservation,<KB> resto_rome_expensive_french_1stars resto_rome_expensive_french_4stars ,964
 good morning,hello what can i help you with today,,965
 i'd like to book a table for two,i'm on it,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 with british cuisine,where should it be,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 london please,which price range are looking for,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 in a moderate price range please,ok let me look into some options for you,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 <SILENCE>,what do you think of this option: resto_london_moderate_british_5stars,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 no i don't like that,sure let me find an other option for you,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 <SILENCE>,what do you think of this option: resto_london_moderate_british_3stars,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 do you have something else,sure let me find an other option for you,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 <SILENCE>,what do you think of this option: resto_london_moderate_british_2stars,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 let's do it,great let me do the reservation,<KB> resto_london_moderate_british_3stars resto_london_moderate_british_5stars ,965
 hello,hello what can i help you with today,,966
 i'd like to book a table in a moderate price range with italian cuisine in rome,i'm on it,<KB> resto_rome_moderate_italian_5stars resto_rome_moderate_italian_7stars ,966
 <SILENCE>,how many people would be in your party,<KB> resto_rome_moderate_italian_5stars resto_rome_moderate_italian_7stars ,966
 we will be six,ok let me look into some options for you,<KB> resto_rome_moderate_italian_5stars resto_rome_moderate_italian_7stars ,966
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_7stars,<KB> resto_rome_moderate_italian_5stars resto_rome_moderate_italian_7stars ,966
 i love that,great let me do the reservation,<KB> resto_rome_moderate_italian_5stars resto_rome_moderate_italian_7stars ,966
 good morning,hello what can i help you with today,,967
 may i have a table with italian food,i'm on it,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,967
 <SILENCE>,where should it be,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,967
 paris please,how many people would be in your party,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,967
 for four please,which price range are looking for,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,967
 in a expensive price range please,ok let me look into some options for you,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,967
 <SILENCE>,what do you think of this option: resto_paris_expensive_italian_8stars,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,967
 that looks great,great let me do the reservation,<KB> resto_paris_expensive_italian_2stars resto_paris_expensive_italian_5stars ,967
 hi,hello what can i help you with today,,968
 i'd like to book a table in paris for six in a expensive price range with indian cuisine,i'm on it,<KB> resto_paris_expensive_indian_1stars resto_paris_expensive_indian_7stars ,968
 <SILENCE>,ok let me look into some options for you,<KB> resto_paris_expensive_indian_1stars resto_paris_expensive_indian_7stars ,968
 <SILENCE>,what do you think of this option: resto_paris_expensive_indian_7stars,<KB> resto_paris_expensive_indian_1stars resto_paris_expensive_indian_7stars ,968
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_indian_1stars resto_paris_expensive_indian_7stars ,968
 <SILENCE>,what do you think of this option: resto_paris_expensive_indian_4stars,<KB> resto_paris_expensive_indian_1stars resto_paris_expensive_indian_7stars ,968
 it's perfect,great let me do the reservation,<KB> resto_paris_expensive_indian_1stars resto_paris_expensive_indian_7stars ,968
 hi,hello what can i help you with today,,969
 can you make a restaurant reservation,i'm on it,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 with french cuisine,where should it be,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 rome please,how many people would be in your party,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 we will be eight,which price range are looking for,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_6stars,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 do you have something else,sure let me find an other option for you,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_4stars,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 do you have something else,sure let me find an other option for you,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 <SILENCE>,what do you think of this option: resto_rome_cheap_french_3stars,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 let's do it,great let me do the reservation,<KB> resto_rome_cheap_french_3stars resto_rome_cheap_french_4stars ,969
 good morning,hello what can i help you with today,,970
 i'd like to book a table for four people,i'm on it,<KB> resto_bombay_expensive_indian_1stars resto_bombay_expensive_indian_2stars ,970
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_expensive_indian_1stars resto_bombay_expensive_indian_2stars ,970
 with indian food,where should it be,<KB> resto_bombay_expensive_indian_1stars resto_bombay_expensive_indian_2stars ,970
 bombay please,which price range are looking for,<KB> resto_bombay_expensive_indian_1stars resto_bombay_expensive_indian_2stars ,970
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_bombay_expensive_indian_1stars resto_bombay_expensive_indian_2stars ,970
 <SILENCE>,what do you think of this option: resto_bombay_expensive_indian_5stars,<KB> resto_bombay_expensive_indian_1stars resto_bombay_expensive_indian_2stars ,970
 that looks great,great let me do the reservation,<KB> resto_bombay_expensive_indian_1stars resto_bombay_expensive_indian_2stars ,970
 good morning,hello what can i help you with today,,971
 may i have a table with british food for two in london in a cheap price range,i'm on it,<KB> resto_london_cheap_british_4stars resto_london_cheap_british_5stars ,971
 <SILENCE>,ok let me look into some options for you,<KB> resto_london_cheap_british_4stars resto_london_cheap_british_5stars ,971
 <SILENCE>,what do you think of this option: resto_london_cheap_british_5stars,<KB> resto_london_cheap_british_4stars resto_london_cheap_british_5stars ,971
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_cheap_british_4stars resto_london_cheap_british_5stars ,971
 <SILENCE>,what do you think of this option: resto_london_cheap_british_4stars,<KB> resto_london_cheap_british_4stars resto_london_cheap_british_5stars ,971
 no i don't like that,sure let me find an other option for you,<KB> resto_london_cheap_british_4stars resto_london_cheap_british_5stars ,971
 <SILENCE>,what do you think of this option: resto_london_cheap_british_2stars,<KB> resto_london_cheap_british_4stars resto_london_cheap_british_5stars ,971
 i love that,great let me do the reservation,<KB> resto_london_cheap_british_4stars resto_london_cheap_british_5stars ,971
 hello,hello what can i help you with today,,972
 can you book a table for four people in rome in a moderate price range,i'm on it,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 with french food,ok let me look into some options for you,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_7stars,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_6stars,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_3stars,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 no i don't like that,sure let me find an other option for you,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 <SILENCE>,what do you think of this option: resto_rome_moderate_french_2stars,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 i love that,great let me do the reservation,<KB> resto_rome_moderate_french_3stars resto_rome_moderate_french_7stars ,972
 good morning,hello what can i help you with today,,973
 may i have a table in a moderate price range for four in rome,i'm on it,<KB> resto_rome_moderate_indian_2stars resto_rome_moderate_indian_6stars ,973
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_indian_2stars resto_rome_moderate_indian_6stars ,973
 i love indian food,ok let me look into some options for you,<KB> resto_rome_moderate_indian_2stars resto_rome_moderate_indian_6stars ,973
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_6stars,<KB> resto_rome_moderate_indian_2stars resto_rome_moderate_indian_6stars ,973
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_indian_2stars resto_rome_moderate_indian_6stars ,973
 <SILENCE>,what do you think of this option: resto_rome_moderate_indian_4stars,<KB> resto_rome_moderate_indian_2stars resto_rome_moderate_indian_6stars ,973
 that looks great,great let me do the reservation,<KB> resto_rome_moderate_indian_2stars resto_rome_moderate_indian_6stars ,973
 hello,hello what can i help you with today,,974
 can you make a restaurant reservation for six people in a cheap price range with spanish food,i'm on it,<KB> resto_rome_cheap_spanish_4stars resto_rome_cheap_spanish_8stars ,974
 <SILENCE>,where should it be,<KB> resto_rome_cheap_spanish_4stars resto_rome_cheap_spanish_8stars ,974
 rome please,ok let me look into some options for you,<KB> resto_rome_cheap_spanish_4stars resto_rome_cheap_spanish_8stars ,974
 <SILENCE>,what do you think of this option: resto_rome_cheap_spanish_8stars,<KB> resto_rome_cheap_spanish_4stars resto_rome_cheap_spanish_8stars ,974
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_cheap_spanish_4stars resto_rome_cheap_spanish_8stars ,974
 <SILENCE>,what do you think of this option: resto_rome_cheap_spanish_6stars,<KB> resto_rome_cheap_spanish_4stars resto_rome_cheap_spanish_8stars ,974
 that looks great,great let me do the reservation,<KB> resto_rome_cheap_spanish_4stars resto_rome_cheap_spanish_8stars ,974
 good morning,hello what can i help you with today,,975
 can you make a restaurant reservation with spanish cuisine for two people in paris in a cheap price range,i'm on it,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_7stars ,975
 <SILENCE>,ok let me look into some options for you,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_7stars ,975
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_7stars,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_7stars ,975
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_7stars ,975
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_6stars,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_7stars ,975
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_7stars ,975
 <SILENCE>,what do you think of this option: resto_paris_cheap_spanish_4stars,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_7stars ,975
 it's perfect,great let me do the reservation,<KB> resto_paris_cheap_spanish_4stars resto_paris_cheap_spanish_7stars ,975
 good morning,hello what can i help you with today,,976
 can you make a restaurant reservation for six people,i'm on it,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_5stars ,976
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_5stars ,976
 i love british food,where should it be,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_5stars ,976
 paris please,which price range are looking for,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_5stars ,976
 i am looking for a cheap restaurant,ok let me look into some options for you,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_5stars ,976
 <SILENCE>,what do you think of this option: resto_paris_cheap_british_8stars,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_5stars ,976
 i love that,great let me do the reservation,<KB> resto_paris_cheap_british_4stars resto_paris_cheap_british_5stars ,976
 good morning,hello what can i help you with today,,977
 can you make a restaurant reservation in london,i'm on it,<KB> resto_london_expensive_italian_6stars resto_london_expensive_italian_7stars ,977
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_italian_6stars resto_london_expensive_italian_7stars ,977
 i love italian food,how many people would be in your party,<KB> resto_london_expensive_italian_6stars resto_london_expensive_italian_7stars ,977
 for four people please,which price range are looking for,<KB> resto_london_expensive_italian_6stars resto_london_expensive_italian_7stars ,977
 i am looking for a expensive restaurant,ok let me look into some options for you,<KB> resto_london_expensive_italian_6stars resto_london_expensive_italian_7stars ,977
 <SILENCE>,what do you think of this option: resto_london_expensive_italian_7stars,<KB> resto_london_expensive_italian_6stars resto_london_expensive_italian_7stars ,977
 that looks great,great let me do the reservation,<KB> resto_london_expensive_italian_6stars resto_london_expensive_italian_7stars ,977
 hello,hello what can i help you with today,,978
 may i have a table in a moderate price range in paris,i'm on it,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 with spanish cuisine,how many people would be in your party,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 we will be six,ok let me look into some options for you,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_7stars,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_6stars,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 no this does not work for me,sure let me find an other option for you,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 <SILENCE>,what do you think of this option: resto_paris_moderate_spanish_1stars,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 it's perfect,great let me do the reservation,<KB> resto_paris_moderate_spanish_6stars resto_paris_moderate_spanish_7stars ,978
 good morning,hello what can i help you with today,,979
 i'd like to book a table in madrid in a cheap price range,i'm on it,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 with italian cuisine,how many people would be in your party,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 we will be eight,ok let me look into some options for you,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 <SILENCE>,what do you think of this option: resto_madrid_cheap_italian_7stars,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 <SILENCE>,what do you think of this option: resto_madrid_cheap_italian_6stars,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 <SILENCE>,what do you think of this option: resto_madrid_cheap_italian_2stars,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 let's do it,great let me do the reservation,<KB> resto_madrid_cheap_italian_6stars resto_madrid_cheap_italian_7stars ,979
 hello,hello what can i help you with today,,980
