Call,Response,KB,Count
 good morning,hello what can i help you with today,,727
 i'd like to book a table in a expensive price range in paris for four people with spanish food,i'm on it,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,727
 <SILENCE>,ok let me look into some options for you,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,727
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_8stars,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,727
 let's do it,great let me do the reservation,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,727
 hello,hello what can i help you with today,,728
 i'd like to book a table,i'm on it,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,728
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,728
 i love italian food,where should it be,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,728
 in rome,how many people would be in your party,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,728
 for two please,which price range are looking for,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,728
 in a cheap price range please,ok let me look into some options for you,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,728
 <SILENCE>,what do you think of this option: resto_rome_cheap_italian_6stars,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,728
 i love that,great let me do the reservation,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,728
 good morning,hello what can i help you with today,,729
 can you make a restaurant reservation with indian food in madrid,i'm on it,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,729
 <SILENCE>,how many people would be in your party,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,729
 for two people please,which price range are looking for,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,729
 in a expensive price range please,ok let me look into some options for you,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,729
 <SILENCE>,what do you think of this option: resto_madrid_expensive_indian_7stars,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,729
 i love that,great let me do the reservation,<KB> resto_madrid_expensive_indian_1stars resto_madrid_expensive_indian_5stars ,729
 hi,hello what can i help you with today,,730
 i'd like to book a table with spanish food,i'm on it,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 <SILENCE>,where should it be,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 in paris,how many people would be in your party,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 we will be two,which price range are looking for,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 in a expensive price range please,ok let me look into some options for you,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_6stars,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_5stars,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_4stars,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_1stars,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 that looks great,great let me do the reservation,<KB> resto_paris_expensive_spanish_1stars resto_paris_expensive_spanish_4stars ,730
 hello,hello what can i help you with today,,731
 can you book a table in madrid,i'm on it,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 with british cuisine,how many people would be in your party,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 for eight please,which price range are looking for,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_7stars,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_4stars,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 <SILENCE>,what do you think of this option: resto_madrid_moderate_british_2stars,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 let's do it,great let me do the reservation,<KB> resto_madrid_moderate_british_4stars resto_madrid_moderate_british_7stars ,731
 hello,hello what can i help you with today,,732
 can you make a restaurant reservation with french food for six people in a moderate price range in madrid,i'm on it,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 <SILENCE>,ok let me look into some options for you,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_7stars,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_6stars,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_4stars,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 no i don't like that,sure let me find an other option for you,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_2stars,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 it's perfect,great let me do the reservation,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,732
 hello,hello what can i help you with today,,733
 i'd like to book a table,i'm on it,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 with french cuisine,where should it be,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 london please,how many people would be in your party,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 for two please,which price range are looking for,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 in a cheap price range please,ok let me look into some options for you,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 <SILENCE>,what do you think of this option: resto_london_cheap_french_7stars,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 do you have something else,sure let me find an other option for you,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 <SILENCE>,what do you think of this option: resto_london_cheap_french_4stars,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 i love that,great let me do the reservation,<KB> resto_london_cheap_french_4stars resto_london_cheap_french_7stars ,733
 hello,hello what can i help you with today,,734
 can you book a table,i'm on it,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,734
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,734
 with italian food,where should it be,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,734
 rome please,how many people would be in your party,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,734
 for two people please,which price range are looking for,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,734
 in a cheap price range please,ok let me look into some options for you,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,734
 <SILENCE>,what do you think of this option: resto_rome_cheap_italian_6stars,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,734
 it's perfect,great let me do the reservation,<KB> resto_rome_cheap_italian_5stars resto_rome_cheap_italian_6stars ,734
 hello,hello what can i help you with today,,735
 can you make a restaurant reservation in a moderate price range in madrid,i'm on it,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 with french cuisine,how many people would be in your party,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 we will be two,ok let me look into some options for you,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_8stars,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_3stars,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 no this does not work for me,sure let me find an other option for you,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_1stars,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 let's do it,great let me do the reservation,<KB> resto_madrid_moderate_french_3stars resto_madrid_moderate_french_8stars ,735
 hi,hello what can i help you with today,,736
 can you book a table for six,i'm on it,<KB> resto_bombay_moderate_british_2stars resto_bombay_moderate_british_8stars ,736
 <SILENCE>,any preference on a type of cuisine,<KB> resto_bombay_moderate_british_2stars resto_bombay_moderate_british_8stars ,736
 with british food,where should it be,<KB> resto_bombay_moderate_british_2stars resto_bombay_moderate_british_8stars ,736
 in bombay,which price range are looking for,<KB> resto_bombay_moderate_british_2stars resto_bombay_moderate_british_8stars ,736
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_bombay_moderate_british_2stars resto_bombay_moderate_british_8stars ,736
 <SILENCE>,what do you think of this option: resto_bombay_moderate_british_8stars,<KB> resto_bombay_moderate_british_2stars resto_bombay_moderate_british_8stars ,736
 i love that,great let me do the reservation,<KB> resto_bombay_moderate_british_2stars resto_bombay_moderate_british_8stars ,736
 hello,hello what can i help you with today,,737
 can you book a table in a moderate price range with italian food,i'm on it,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 <SILENCE>,where should it be,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 in rome,how many people would be in your party,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 we will be four,ok let me look into some options for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_8stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_3stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 do you have something else,sure let me find an other option for you,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 <SILENCE>,what do you think of this option: resto_rome_moderate_italian_2stars,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 that looks great,great let me do the reservation,<KB> resto_rome_moderate_italian_2stars resto_rome_moderate_italian_3stars ,737
 hello,hello what can i help you with today,,738
 i'd like to book a table in a cheap price range with british food,i'm on it,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 <SILENCE>,where should it be,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 in paris,how many people would be in your party,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 for two please,ok let me look into some options for you,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 <SILENCE>,what do you think of this option: resto_paris_cheap_british_7stars,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 do you have something else,sure let me find an other option for you,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 <SILENCE>,what do you think of this option: resto_paris_cheap_british_6stars,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 <SILENCE>,what do you think of this option: resto_paris_cheap_british_2stars,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 that looks great,great let me do the reservation,<KB> resto_paris_cheap_british_6stars resto_paris_cheap_british_7stars ,738
 hi,hello what can i help you with today,,739
 can you make a restaurant reservation in a expensive price range with french cuisine for two in london,i'm on it,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 <SILENCE>,ok let me look into some options for you,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 <SILENCE>,what do you think of this option: resto_london_expensive_french_6stars,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 <SILENCE>,what do you think of this option: resto_london_expensive_french_5stars,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 no i don't like that,sure let me find an other option for you,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 <SILENCE>,what do you think of this option: resto_london_expensive_french_3stars,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 <SILENCE>,what do you think of this option: resto_london_expensive_french_1stars,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 it's perfect,great let me do the reservation,<KB> resto_london_expensive_french_1stars resto_london_expensive_french_6stars ,739
 good morning,hello what can i help you with today,,740
 i'd like to book a table in a moderate price range for six people with french cuisine,i'm on it,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 <SILENCE>,where should it be,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 in bombay,ok let me look into some options for you,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 <SILENCE>,what do you think of this option: resto_bombay_moderate_french_6stars,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 <SILENCE>,what do you think of this option: resto_bombay_moderate_french_5stars,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 do you have something else,sure let me find an other option for you,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 <SILENCE>,what do you think of this option: resto_bombay_moderate_french_4stars,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 no this does not work for me,sure let me find an other option for you,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 <SILENCE>,what do you think of this option: resto_bombay_moderate_french_3stars,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 that looks great,great let me do the reservation,<KB> resto_bombay_moderate_french_5stars resto_bombay_moderate_french_6stars ,740
 hi,hello what can i help you with today,,741
 may i have a table,i'm on it,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 with spanish food,where should it be,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 london please,how many people would be in your party,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 for two please,which price range are looking for,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 in a expensive price range please,ok let me look into some options for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_8stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_3stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 no i don't like that,sure let me find an other option for you,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_1stars,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 i love that,great let me do the reservation,<KB> resto_london_expensive_spanish_1stars resto_london_expensive_spanish_3stars ,741
 good morning,hello what can i help you with today,,742
 i'd like to book a table in a expensive price range,i'm on it,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 with indian cuisine,where should it be,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 london please,how many people would be in your party,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 we will be four,ok let me look into some options for you,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 <SILENCE>,what do you think of this option: resto_london_expensive_indian_6stars,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 <SILENCE>,what do you think of this option: resto_london_expensive_indian_2stars,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 no i don't like that,sure let me find an other option for you,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 <SILENCE>,what do you think of this option: resto_london_expensive_indian_1stars,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 it's perfect,great let me do the reservation,<KB> resto_london_expensive_indian_2stars resto_london_expensive_indian_6stars ,742
 good morning,hello what can i help you with today,,743
 can you book a table with spanish cuisine for four in a moderate price range,i'm on it,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,743
 <SILENCE>,where should it be,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,743
 in rome,ok let me look into some options for you,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,743
 <SILENCE>,what do you think of this option: resto_rome_moderate_spanish_8stars,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,743
 it's perfect,great let me do the reservation,<KB> resto_rome_moderate_spanish_7stars resto_rome_moderate_spanish_8stars ,743
 hello,hello what can i help you with today,,744
 can you book a table in a moderate price range,i'm on it,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,744
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,744
 with british food,where should it be,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,744
 in paris,how many people would be in your party,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,744
 we will be four,ok let me look into some options for you,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,744
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_3stars,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,744
 i love that,great let me do the reservation,<KB> resto_paris_moderate_british_2stars resto_paris_moderate_british_3stars ,744
 hi,hello what can i help you with today,,745
 i'd like to book a table in madrid,i'm on it,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 <SILENCE>,any preference on a type of cuisine,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 with french cuisine,how many people would be in your party,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 we will be six,which price range are looking for,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 i am looking for a moderate restaurant,ok let me look into some options for you,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_7stars,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 do you have something else,sure let me find an other option for you,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 <SILENCE>,what do you think of this option: resto_madrid_moderate_french_6stars,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 it's perfect,great let me do the reservation,<KB> resto_madrid_moderate_french_6stars resto_madrid_moderate_french_7stars ,745
 hello,hello what can i help you with today,,746
 can you make a restaurant reservation for two people,i'm on it,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 <SILENCE>,any preference on a type of cuisine,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 with british food,where should it be,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 in paris,which price range are looking for,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 in a moderate price range please,ok let me look into some options for you,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_8stars,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 no i don't like that,sure let me find an other option for you,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 <SILENCE>,what do you think of this option: resto_paris_moderate_british_7stars,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 let's do it,great let me do the reservation,<KB> resto_paris_moderate_british_6stars resto_paris_moderate_british_8stars ,746
 good morning,hello what can i help you with today,,747
 can you book a table in london in a expensive price range for eight people,i'm on it,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,747
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,747
 with spanish cuisine,ok let me look into some options for you,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,747
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_6stars,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,747
 i love that,great let me do the reservation,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,747
 hi,hello what can i help you with today,,748
 i'd like to book a table in paris with spanish cuisine in a expensive price range,i'm on it,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 <SILENCE>,how many people would be in your party,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 for four please,ok let me look into some options for you,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_8stars,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_7stars,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 do you have something else,sure let me find an other option for you,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 <SILENCE>,what do you think of this option: resto_paris_expensive_spanish_3stars,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 i love that,great let me do the reservation,<KB> resto_paris_expensive_spanish_7stars resto_paris_expensive_spanish_8stars ,748
 hi,hello what can i help you with today,,749
 may i have a table with spanish food in a expensive price range,i'm on it,<KB> resto_london_expensive_spanish_5stars resto_london_expensive_spanish_6stars ,749
 <SILENCE>,where should it be,<KB> resto_london_expensive_spanish_5stars resto_london_expensive_spanish_6stars ,749
 london please,how many people would be in your party,<KB> resto_london_expensive_spanish_5stars resto_london_expensive_spanish_6stars ,749
 we will be eight,ok let me look into some options for you,<KB> resto_london_expensive_spanish_5stars resto_london_expensive_spanish_6stars ,749
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_6stars,<KB> resto_london_expensive_spanish_5stars resto_london_expensive_spanish_6stars ,749
 no i don't like that,sure let me find an other option for you,<KB> resto_london_expensive_spanish_5stars resto_london_expensive_spanish_6stars ,749
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_5stars,<KB> resto_london_expensive_spanish_5stars resto_london_expensive_spanish_6stars ,749
 that looks great,great let me do the reservation,<KB> resto_london_expensive_spanish_5stars resto_london_expensive_spanish_6stars ,749
 hello,hello what can i help you with today,,750
 can you make a restaurant reservation in a expensive price range,i'm on it,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 <SILENCE>,any preference on a type of cuisine,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 i love spanish food,where should it be,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 in london,how many people would be in your party,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 for eight please,ok let me look into some options for you,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_6stars,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 do you have something else,sure let me find an other option for you,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_5stars,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 no this does not work for me,sure let me find an other option for you,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 <SILENCE>,what do you think of this option: resto_london_expensive_spanish_4stars,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 it's perfect,great let me do the reservation,<KB> resto_london_expensive_spanish_4stars resto_london_expensive_spanish_6stars ,750
 hello,hello what can i help you with today,,751
 i'd like to book a table for two in rome in a moderate price range,i'm on it,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,751
 <SILENCE>,any preference on a type of cuisine,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,751
 with british cuisine,ok let me look into some options for you,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,751
 <SILENCE>,what do you think of this option: resto_rome_moderate_british_8stars,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,751
 no this does not work for me,sure let me find an other option for you,<KB> resto_rome_moderate_british_2stars resto_rome_moderate_british_8stars ,751
