,source_text,target_text,pred_text
8028,<context> <user> can you book a table for eight people in a moderate price range in bangkok with japanese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> instead could it be in beijing <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8029,<context> <user> can you book a table for eight people in a moderate price range in bangkok with japanese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> instead could it be in beijing <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese beijing eight cheap,api_call japanese beijing eight cheap
8030,<context> <user> can you book a table for eight people in a moderate price range in bangkok with japanese cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok eight moderate <user> instead could it be in beijing <system> sure is there anything else to update <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese beijing eight cheap <query> you rock,you're welcome,api_call japanese beijing eight cheap
8031,<query> can you book a table in bangkok in a cheap price range with thai cuisine for six people,i'm on it,i'm on it
8032,<context> <user> can you book a table in bangkok in a cheap price range with thai cuisine for six people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8033,<context> <user> can you book a table in bangkok in a cheap price range with thai cuisine for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai bangkok six cheap,api_call thai bangkok six cheap
8034,<context> <user> can you book a table in bangkok in a cheap price range with thai cuisine for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <query> instead could it be in a moderate price range,sure is there anything else to update,sure is there anything else to update
8035,<context> <user> can you book a table in bangkok in a cheap price range with thai cuisine for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <query> actually i would prefer with japanese cuisine,sure is there anything else to update,sure is there anything else to update
8036,<context> <user> can you book a table in bangkok in a cheap price range with thai cuisine for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8037,<context> <user> can you book a table in bangkok in a cheap price range with thai cuisine for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese bangkok six moderate,api_call japanese bombay six moderate
8038,<context> <user> can you book a table in bangkok in a cheap price range with thai cuisine for six people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai bangkok six cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> actually i would prefer with japanese cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok six moderate <query> thanks,you're welcome,api_call japanese bombok six moderate
8039,<query> can you book a table in a expensive price range with korean cuisine for four people in tokyo,i'm on it,i'm on it
8040,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8041,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean tokyo four expensive,api_call korean tokyo four expensive
8042,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo four expensive <query> actually i would prefer with thai food,sure is there anything else to update,sure is there anything else to update
8043,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo four expensive <user> actually i would prefer with thai food <system> sure is there anything else to update <query> actually i would prefer for six,sure is there anything else to update,sure is there anything else to update
8044,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo four expensive <user> actually i would prefer with thai food <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <query> actually i would prefer in a cheap price range,sure is there anything else to update,sure is there anything else to update
8045,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo four expensive <user> actually i would prefer with thai food <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <query> actually i would prefer in bangkok,sure is there anything else to update,sure is there anything else to update
8046,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo four expensive <user> actually i would prefer with thai food <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> actually i would prefer in bangkok <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8047,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo four expensive <user> actually i would prefer with thai food <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> actually i would prefer in bangkok <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call thai bangkok six cheap,api_call thai bangkok six cheap
8048,<context> <user> can you book a table in a expensive price range with korean cuisine for four people in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo four expensive <user> actually i would prefer with thai food <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> actually i would prefer in bangkok <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call thai bangkok six cheap <query>  thank you,you're welcome,api_call british bombay six cheap
8049,<query> may i have a table in a cheap price range for eight people with japanese food in hanoi,i'm on it,i'm on it
8050,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8051,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese hanoi eight cheap,api_call japanese hanoi eight cheap
8052,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese hanoi eight cheap <query> actually i would prefer for four people,sure is there anything else to update,sure is there anything else to update
8053,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese hanoi eight cheap <user> actually i would prefer for four people <system> sure is there anything else to update <query> actually i would prefer in a moderate price range,sure is there anything else to update,sure is there anything else to update
8054,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese hanoi eight cheap <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <query> actually i would prefer in bangkok,sure is there anything else to update,sure is there anything else to update
8055,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese hanoi eight cheap <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer in bangkok <system> sure is there anything else to update <query> instead could it be with thai food,sure is there anything else to update,sure is there anything else to update
8056,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese hanoi eight cheap <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer in bangkok <system> sure is there anything else to update <user> instead could it be with thai food <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8057,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese hanoi eight cheap <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer in bangkok <system> sure is there anything else to update <user> instead could it be with thai food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call thai bangkok four moderate,api_call thai bangkok four moderate
8058,<context> <user> may i have a table in a cheap price range for eight people with japanese food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese hanoi eight cheap <user> actually i would prefer for four people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> actually i would prefer in bangkok <system> sure is there anything else to update <user> instead could it be with thai food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call thai bangkok four moderate <query>  thanks,you're welcome,api_call thai bangkok four moderate
8059,<query> i'd like to book a table in tokyo for six in a moderate price range with korean cuisine,i'm on it,i'm on it
8060,<context> <user> i'd like to book a table in tokyo for six in a moderate price range with korean cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8061,<context> <user> i'd like to book a table in tokyo for six in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean tokyo six moderate,api_call korean tokyo six moderate
8062,<context> <user> i'd like to book a table in tokyo for six in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo six moderate <query> actually i would prefer in seoul,sure is there anything else to update,sure is there anything else to update
8063,<context> <user> i'd like to book a table in tokyo for six in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo six moderate <user> actually i would prefer in seoul <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8064,<context> <user> i'd like to book a table in tokyo for six in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo six moderate <user> actually i would prefer in seoul <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call korean seoul six moderate,api_call korean seoul six moderate
8065,<context> <user> i'd like to book a table in tokyo for six in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean tokyo six moderate <user> actually i would prefer in seoul <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean seoul six moderate <query> you rock,you're welcome,api_call indian seoul six moderate
8066,<query> may i have a table with thai food in a cheap price range in hanoi for two people,i'm on it,i'm on it
8067,<context> <user> may i have a table with thai food in a cheap price range in hanoi for two people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8068,<context> <user> may i have a table with thai food in a cheap price range in hanoi for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi two cheap,api_call thai hanoi two cheap
8069,<context> <user> may i have a table with thai food in a cheap price range in hanoi for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi two cheap <query> instead could it be with japanese food,sure is there anything else to update,sure is there anything else to update
8070,<context> <user> may i have a table with thai food in a cheap price range in hanoi for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi two cheap <user> instead could it be with japanese food <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8071,<context> <user> may i have a table with thai food in a cheap price range in hanoi for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi two cheap <user> instead could it be with japanese food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese hanoi two cheap,api_call japanese hanoi two cheap
8072,<context> <user> may i have a table with thai food in a cheap price range in hanoi for two people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai hanoi two cheap <user> instead could it be with japanese food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese hanoi two cheap <query> you rock,you're welcome,api_call japanese hanoi two cheap
8073,<query> may i have a table with thai cuisine for four in tokyo in a moderate price range,i'm on it,i'm on it
8074,<context> <user> may i have a table with thai cuisine for four in tokyo in a moderate price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8075,<context> <user> may i have a table with thai cuisine for four in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo four moderate,api_call thai tokyo four moderate
8076,<context> <user> may i have a table with thai cuisine for four in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <query> instead could it be for two,sure is there anything else to update,sure is there anything else to update
8077,<context> <user> may i have a table with thai cuisine for four in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> instead could it be for two <system> sure is there anything else to update <query> actually i would prefer in a cheap price range,sure is there anything else to update,sure is there anything else to update
8078,<context> <user> may i have a table with thai cuisine for four in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> instead could it be for two <system> sure is there anything else to update <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8079,<context> <user> may i have a table with thai cuisine for four in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> instead could it be for two <system> sure is there anything else to update <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo two cheap,api_call thai tokyo two cheap
8080,<context> <user> may i have a table with thai cuisine for four in tokyo in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo four moderate <user> instead could it be for two <system> sure is there anything else to update <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call thai tokyo two cheap <query> thank you,you're welcome,api_call thai tokyo two cheap
8081,<query> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok,i'm on it,i'm on it
8082,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8083,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese bangkok six expensive,api_call japanese bangkok six expensive
8084,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok six expensive <query> instead could it be in a cheap price range,sure is there anything else to update,sure is there anything else to update
8085,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok six expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <query> actually i would prefer with cantonese food,sure is there anything else to update,sure is there anything else to update
8086,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok six expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with cantonese food <system> sure is there anything else to update <query> actually i would prefer for four,sure is there anything else to update,sure is there anything else to update
8087,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok six expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with cantonese food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <query> instead could it be in seoul,sure is there anything else to update,sure is there anything else to update
8088,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok six expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with cantonese food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> instead could it be in seoul <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8089,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok six expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with cantonese food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> instead could it be in seoul <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call cantonese seoul four cheap,api_call cantonese seoul four cheap
8090,<context> <user> can you make a restaurant reservation with japanese food in a expensive price range for six in bangkok <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call japanese bangkok six expensive <user> instead could it be in a cheap price range <system> sure is there anything else to update <user> actually i would prefer with cantonese food <system> sure is there anything else to update <user> actually i would prefer for four <system> sure is there anything else to update <user> instead could it be in seoul <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call cantonese seoul four cheap <query>  thank you,you're welcome,api_call cantonese seoul four cheap
8091,<query> can you make a restaurant reservation in a moderate price range in hanoi for six with vietnamese food,i'm on it,i'm on it
8092,<context> <user> can you make a restaurant reservation in a moderate price range in hanoi for six with vietnamese food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8093,<context> <user> can you make a restaurant reservation in a moderate price range in hanoi for six with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi six moderate,api_call vietnamese hanoi six moderate
8094,<context> <user> can you make a restaurant reservation in a moderate price range in hanoi for six with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <query> instead could it be in tokyo,sure is there anything else to update,sure is there anything else to update
8095,<context> <user> can you make a restaurant reservation in a moderate price range in hanoi for six with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in tokyo <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8096,<context> <user> can you make a restaurant reservation in a moderate price range in hanoi for six with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in tokyo <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese tokyo six moderate,api_call vietnamese tokyo six moderate
8097,<context> <user> can you make a restaurant reservation in a moderate price range in hanoi for six with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese hanoi six moderate <user> instead could it be in tokyo <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese tokyo six moderate <query> you rock,you're welcome,api_call vietnamese tokyo six moderate
8098,<query> can you book a table in hanoi for eight people in a moderate price range with korean cuisine,i'm on it,i'm on it
8099,<context> <user> can you book a table in hanoi for eight people in a moderate price range with korean cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8100,<context> <user> can you book a table in hanoi for eight people in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi eight moderate,api_call korean hanoi eight moderate
8101,<context> <user> can you book a table in hanoi for eight people in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight moderate <query> instead could it be in a expensive price range,sure is there anything else to update,sure is there anything else to update
8102,<context> <user> can you book a table in hanoi for eight people in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight moderate <user> instead could it be in a expensive price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8103,<context> <user> can you book a table in hanoi for eight people in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight moderate <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call korean hanoi eight expensive,api_call korean hanoi eight expensive
8104,<context> <user> can you book a table in hanoi for eight people in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight moderate <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call korean hanoi eight expensive <query> you rock,you're welcome,api_call korean hanoi eight expensive
8105,<query> may i have a table in tokyo for four people in a cheap price range with vietnamese food,i'm on it,i'm on it
8106,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8107,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese tokyo four cheap,api_call vietnamese tokyo four cheap
8108,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese tokyo four cheap <query> instead could it be in hanoi,sure is there anything else to update,sure is there anything else to update
8109,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese tokyo four cheap <user> instead could it be in hanoi <system> sure is there anything else to update <query> actually i would prefer with korean food,sure is there anything else to update,sure is there anything else to update
8110,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese tokyo four cheap <user> instead could it be in hanoi <system> sure is there anything else to update <user> actually i would prefer with korean food <system> sure is there anything else to update <query> instead could it be for eight people,sure is there anything else to update,sure is there anything else to update
8111,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese tokyo four cheap <user> instead could it be in hanoi <system> sure is there anything else to update <user> actually i would prefer with korean food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <query> actually i would prefer in a moderate price range,sure is there anything else to update,sure is there anything else to update
8112,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese tokyo four cheap <user> instead could it be in hanoi <system> sure is there anything else to update <user> actually i would prefer with korean food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
8113,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese tokyo four cheap <user> instead could it be in hanoi <system> sure is there anything else to update <user> actually i would prefer with korean food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call korean hanoi eight moderate,api_call korean hanoi eight moderate
8114,<context> <user> may i have a table in tokyo for four people in a cheap price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call vietnamese tokyo four cheap <user> instead could it be in hanoi <system> sure is there anything else to update <user> actually i would prefer with korean food <system> sure is there anything else to update <user> instead could it be for eight people <system> sure is there anything else to update <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call korean hanoi eight moderate <query>  thank you,you're welcome,ok let me look into some options for you
8115,<query> can you book a table in seoul in a moderate price range with cantonese food for two,i'm on it,i'm on it
8116,<context> <user> can you book a table in seoul in a moderate price range with cantonese food for two <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
8117,<context> <user> can you book a table in seoul in a moderate price range with cantonese food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese seoul two moderate,api_call cantonese seoul two moderate
8118,<context> <user> can you book a table in seoul in a moderate price range with cantonese food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two moderate <query> instead could it be with thai cuisine,sure is there anything else to update,sure is there anything else to update
8119,<context> <user> can you book a table in seoul in a moderate price range with cantonese food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two moderate <user> instead could it be with thai cuisine <system> sure is there anything else to update <query> instead could it be in hanoi,sure is there anything else to update,sure is there anything else to update
8120,<context> <user> can you book a table in seoul in a moderate price range with cantonese food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two moderate <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <query> actually i would prefer in a expensive price range,sure is there anything else to update,sure is there anything else to update
8121,<context> <user> can you book a table in seoul in a moderate price range with cantonese food for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call cantonese seoul two moderate <user> instead could it be with thai cuisine <system> sure is there anything else to update <user> instead could it be in hanoi <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <query> actually i would prefer for eight,sure is there anything else to update,sure is there anything else to update
