,source_text,target_text,pred_text
3955,<context> <user> can you book a table in london <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london two expensive,api_call spanish london two expensive
3956,<query> can you make a restaurant reservation for eight people in london,i'm on it,i'm on it
3957,<context> <user> can you make a restaurant reservation for eight people in london <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3958,<context> <user> can you make a restaurant reservation for eight people in london <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian food,which price range are looking for,which price range are looking for
3959,<context> <user> can you make a restaurant reservation for eight people in london <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
3960,<context> <user> can you make a restaurant reservation for eight people in london <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london eight moderate,api_call italian london eight moderate
3961,<query> may i have a table in london for four people in a cheap price range,i'm on it,i'm on it
3962,<context> <user> may i have a table in london for four people in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3963,<context> <user> may i have a table in london for four people in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,ok let me look into some options for you,ok let me look into some options for you
3964,<context> <user> may i have a table in london for four people in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> ok let me look into some options for you <query> <SILENCE>,api_call british london four cheap,api_call british london four cheap
3965,<query> can you book a table in a moderate price range for four with italian cuisine,i'm on it,i'm on it
3966,<context> <user> can you book a table in a moderate price range for four with italian cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3967,<context> <user> can you book a table in a moderate price range for four with italian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in london,ok let me look into some options for you,ok let me look into some options for you
3968,<context> <user> can you book a table in a moderate price range for four with italian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in london <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london four moderate,api_call italian london four moderate
3969,<query> can you book a table for four,i'm on it,i'm on it
3970,<context> <user> can you book a table for four <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3971,<context> <user> can you book a table for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian cuisine,where should it be,where should it be
3972,<context> <user> can you book a table for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian cuisine <system> where should it be <query> bombay please,which price range are looking for,which price range are looking for
3973,<context> <user> can you book a table for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian cuisine <system> where should it be <user> bombay please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
3974,<context> <user> can you book a table for four <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian cuisine <system> where should it be <user> bombay please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call italian bombay four expensive,api_call italian bombay four expensive
3975,<query> i'd like to book a table with british cuisine in a expensive price range,i'm on it,i'm on it
3976,<context> <user> i'd like to book a table with british cuisine in a expensive price range <system> i'm on it <query> <SILENCE>,where should it be,where should it be
3977,<context> <user> i'd like to book a table with british cuisine in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <query> bombay please,how many people would be in your party,how many people would be in your party
3978,<context> <user> i'd like to book a table with british cuisine in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> bombay please <system> how many people would be in your party <query> for four people please,ok let me look into some options for you,ok let me look into some options for you
3979,<context> <user> i'd like to book a table with british cuisine in a expensive price range <system> i'm on it <user> <SILENCE> <system> where should it be <user> bombay please <system> how many people would be in your party <user> for four people please <system> ok let me look into some options for you <query> <SILENCE>,api_call british bombay four expensive,api_call british bombay four expensive
3980,<query> can you make a restaurant reservation with italian cuisine in a expensive price range in bombay,i'm on it,i'm on it
3981,<context> <user> can you make a restaurant reservation with italian cuisine in a expensive price range in bombay <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
3982,<context> <user> can you make a restaurant reservation with italian cuisine in a expensive price range in bombay <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,ok let me look into some options for you,ok let me look into some options for you
3983,<context> <user> can you make a restaurant reservation with italian cuisine in a expensive price range in bombay <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call italian bombay four expensive,api_call italian bombay four expensive
3984,<query> i'd like to book a table,i'm on it,i'm on it
3985,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3986,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love indian food,where should it be,where should it be
3987,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <query> in rome,how many people would be in your party,how many people would be in your party
3988,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> in rome <system> how many people would be in your party <query> for two people please,which price range are looking for,which price range are looking for
3989,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> in rome <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
3990,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> in rome <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian rome two moderate,api_call indian rome two moderate
3991,<query> may i have a table for four people,i'm on it,i'm on it
3992,<context> <user> may i have a table for four people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
3993,<context> <user> may i have a table for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love indian food,where should it be,where should it be
3994,<context> <user> may i have a table for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <query> paris please,which price range are looking for,which price range are looking for
3995,<context> <user> may i have a table for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> paris please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
3996,<context> <user> may i have a table for four people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love indian food <system> where should it be <user> paris please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian paris four cheap,api_call indian paris four cheap
3997,<query> can you book a table for two with french food in paris in a expensive price range,i'm on it,i'm on it
3998,<context> <user> can you book a table for two with french food in paris in a expensive price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
3999,<context> <user> can you book a table for two with french food in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french paris two expensive,api_call french paris two expensive
4000,<query> i'd like to book a table in madrid with spanish cuisine in a cheap price range for eight people,i'm on it,i'm on it
4001,<context> <user> i'd like to book a table in madrid with spanish cuisine in a cheap price range for eight people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4002,<context> <user> i'd like to book a table in madrid with spanish cuisine in a cheap price range for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish madrid eight cheap,api_call spanish madrid eight cheap
4003,<query> can you book a table in a moderate price range with spanish food in rome for four,i'm on it,i'm on it
4004,<context> <user> can you book a table in a moderate price range with spanish food in rome for four <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4005,<context> <user> can you book a table in a moderate price range with spanish food in rome for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish rome four moderate,api_call spanish rome four moderate
4006,<query> i'd like to book a table,i'm on it,i'm on it
4007,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on whether
4008,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love french food,where should it be,where should it be
4009,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love french food <system> where should it be <query> in paris,how many people would be in your party,how many people would be in your party
4010,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love french food <system> where should it be <user> in paris <system> how many people would be in your party <query> for two please,which price range are looking for,which price range are looking for
4011,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love french food <system> where should it be <user> in paris <system> how many people would be in your party <user> for two please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
4012,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love french food <system> where should it be <user> in paris <system> how many people would be in your party <user> for two please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call french paris two cheap,api_call french paris two cheap
4013,<query> can you make a restaurant reservation with french food,i'm on it,i'm on it
4014,<context> <user> can you make a restaurant reservation with french food <system> i'm on it <query> <SILENCE>,where should it be,where should it be
4015,<context> <user> can you make a restaurant reservation with french food <system> i'm on it <user> <SILENCE> <system> where should it be <query> in london,how many people would be in your party,how many people would be in your party
4016,<context> <user> can you make a restaurant reservation with french food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in london <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
4017,<context> <user> can you make a restaurant reservation with french food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in london <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
4018,<context> <user> can you make a restaurant reservation with french food <system> i'm on it <user> <SILENCE> <system> where should it be <user> in london <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call french london six moderate,api_call french london six moderate
4019,<query> i'd like to book a table,i'm on it,i'm on it
4020,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4021,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian cuisine,where should it be,where should it be
4022,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <query> madrid please,how many people would be in your party,how many people would be in your party
4023,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> madrid please <system> how many people would be in your party <query> for four people please,which price range are looking for,where should it be
4024,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> madrid please <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4025,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> madrid please <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian madrid four expensive,api_call indian madrid four expensive
4026,<query> can you make a restaurant reservation in paris,i'm on it,i'm on it
4027,<context> <user> can you make a restaurant reservation in paris <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4028,<context> <user> can you make a restaurant reservation in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian food,how many people would be in your party,how many people would be in your party
4029,<context> <user> can you make a restaurant reservation in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> how many people would be in your party <query> we will be two,which price range are looking for,which price range are looking for
4030,<context> <user> can you make a restaurant reservation in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> how many people would be in your party <user> we will be two <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4031,<context> <user> can you make a restaurant reservation in paris <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian food <system> how many people would be in your party <user> we will be two <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian paris two expensive,api_call indian paris two expensive
4032,<query> can you book a table for eight,i'm on it,i'm on it
4033,<context> <user> can you book a table for eight <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4034,<context> <user> can you book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love italian food,where should it be,where should it be
4035,<context> <user> can you book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <query> london please,which price range are looking for,which price range are looking for
4036,<context> <user> can you book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> london please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4037,<context> <user> can you book a table for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love italian food <system> where should it be <user> london please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london eight expensive,api_call italian london eight expensive
4038,<query> can you make a restaurant reservation with spanish cuisine for eight people in a expensive price range in bombay,i'm on it,i'm on it
4039,<context> <user> can you make a restaurant reservation with spanish cuisine for eight people in a expensive price range in bombay <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4040,<context> <user> can you make a restaurant reservation with spanish cuisine for eight people in a expensive price range in bombay <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish bombay eight expensive,api_call spanish bombay eight expensive
4041,<query> can you make a restaurant reservation in a moderate price range in bombay with spanish food for six,i'm on it,i'm on it
4042,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with spanish food for six <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,how many people would be in your party
4043,<context> <user> can you make a restaurant reservation in a moderate price range in bombay with spanish food for six <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish bombay six moderate,api_call spanish bombay six moderate
4044,<query> i'd like to book a table,i'm on it,i'm on it
4045,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4046,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with french cuisine,where should it be,where should it be
4047,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <query> in madrid,how many people would be in your party,how many people would be in your party
4048,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> in madrid <system> how many people would be in your party <query> for four people please,which price range are looking for,which price range are looking for
4049,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> in madrid <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
4050,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french cuisine <system> where should it be <user> in madrid <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid four cheap,api_call french madrid four cheap
4051,<query> may i have a table,i'm on it,i'm on it
4052,<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type
4053,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with spanish cuisine,where should it be,where should it be
4054,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <query> in rome,how many people would be in your party,how many people would be in your party
4055,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> in rome <system> how many people would be in your party <query> for six please,which price range are looking for,which price range are looking for
4056,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> in rome <system> how many people would be in your party <user> for six please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
4057,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with spanish cuisine <system> where should it be <user> in rome <system> how many people would be in your party <user> for six please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish rome six cheap,api_call spanish rome six cheap
4058,<query> may i have a table for two with indian cuisine,i'm on it,i'm on it
4059,<context> <user> may i have a table for two with indian cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
4060,<context> <user> may i have a table for two with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in bombay,which price range are looking for,which price range are looking for
4061,<context> <user> may i have a table for two with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
4062,<context> <user> may i have a table for two with indian cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in bombay <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay two cheap,api_call indian bombay two cheap
4063,<query> can you book a table in london with spanish cuisine,i'm on it,i'm on it
4064,<context> <user> can you book a table in london with spanish cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
4065,<context> <user> can you book a table in london with spanish cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for two people please,which price range are looking for,which price range are looking for
4066,<context> <user> can you book a table in london with spanish cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4067,<context> <user> can you book a table in london with spanish cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london two expensive,api_call spanish london two expensive
4068,<query> i'd like to book a table,i'm on it,i'm on it
4069,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4070,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,where should it be,where should it be
4071,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <query> madrid please,how many people would be in your party,how many people would be in your party
4072,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> madrid please <system> how many people would be in your party <query> for eight please,which price range are looking for,which price range are looking for
4073,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> madrid please <system> how many people would be in your party <user> for eight please <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
4074,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> madrid please <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid eight moderate,api_call british madrid eight moderate
4075,<query> i'd like to book a table in rome with british food,i'm on it,i'm on it
4076,<context> <user> i'd like to book a table in rome with british food <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
4077,<context> <user> i'd like to book a table in rome with british food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for four people please,which price range are looking for,which price range are looking for
4078,<context> <user> i'd like to book a table in rome with british food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
4079,<context> <user> i'd like to book a table in rome with british food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome four moderate,api_call british rome four moderate
4080,<query> can you book a table,i'm on it,i'm on it
4081,<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4082,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with british cuisine,where should it be,where should it be
4083,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <query> rome please,how many people would be in your party,how many people would be in your party
4084,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> rome please <system> how many people would be in your party <query> for eight people please,which price range are looking for,which price range are looking for
4085,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> rome please <system> how many people would be in your party <user> for eight people please <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
4086,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with british cuisine <system> where should it be <user> rome please <system> how many people would be in your party <user> for eight people please <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call british rome eight moderate,api_call british rome eight moderate
4087,<query> may i have a table,i'm on it,i'm on it
4088,<context> <user> may i have a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4089,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian cuisine,where should it be,where should it be
4090,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <query> rome please,how many people would be in your party,how many people would be in your party
4091,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> rome please <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
4092,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> rome please <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
4093,<context> <user> may i have a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <user> rome please <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call indian rome six moderate,api_call indian rome six moderate
4094,<query> i'd like to book a table for eight people in a expensive price range in rome,i'm on it,i'm on it
4095,<context> <user> i'd like to book a table for eight people in a expensive price range in rome <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4096,<context> <user> i'd like to book a table for eight people in a expensive price range in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with italian food,ok let me look into some options for you,ok let me look into some options for you
4097,<context> <user> i'd like to book a table for eight people in a expensive price range in rome <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with italian food <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome eight expensive,api_call italian rome eight expensive
4098,<query> i'd like to book a table in a moderate price range with british cuisine,i'm on it,i'm on it
4099,<context> <user> i'd like to book a table in a moderate price range with british cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
4100,<context> <user> i'd like to book a table in a moderate price range with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in london,how many people would be in your party,how many people would be in your party
4101,<context> <user> i'd like to book a table in a moderate price range with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in london <system> how many people would be in your party <query> we will be eight,ok let me look into some options for you,ok let me look into some options for you
4102,<context> <user> i'd like to book a table in a moderate price range with british cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in london <system> how many people would be in your party <user> we will be eight <system> ok let me look into some options for you <query> <SILENCE>,api_call british london eight moderate,api_call british london eight moderate
4103,<query> can you book a table in a cheap price range,i'm on it,i'm on it
4104,<context> <user> can you book a table in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4105,<context> <user> can you book a table in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with french food,where should it be,where should it be
4106,<context> <user> can you book a table in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <query> in madrid,how many people would be in your party,how many people would be in your party
4107,<context> <user> can you book a table in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <user> in madrid <system> how many people would be in your party <query> for four please,ok let me look into some options for you,ok let me look into some options for you
4108,<context> <user> can you book a table in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with french food <system> where should it be <user> in madrid <system> how many people would be in your party <user> for four please <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid four cheap,api_call french madrid four cheap
4109,<query> can you make a restaurant reservation in a cheap price range in london with spanish cuisine,i'm on it,i'm on it
4110,<context> <user> can you make a restaurant reservation in a cheap price range in london with spanish cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
4111,<context> <user> can you make a restaurant reservation in a cheap price range in london with spanish cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,ok let me look into some options for you,ok let me look into some options for you
4112,<context> <user> can you make a restaurant reservation in a cheap price range in london with spanish cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish london four cheap,api_call spanish london four cheap
4113,<query> can you make a restaurant reservation for six in a moderate price range,i'm on it,i'm on it
4114,<context> <user> can you make a restaurant reservation for six in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4115,<context> <user> can you make a restaurant reservation for six in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with indian cuisine,where should it be,ok let me look into some options for you
4116,<context> <user> can you make a restaurant reservation for six in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with indian cuisine <system> where should it be <query> rome please,ok let me look into some options for you,ok let me look into your needs
