,source_text,target_text,pred_text
6874,<query> may i have a table in a moderate price range for six in madrid with french cuisine,i'm on it,i'm on it
6875,<context> <user> may i have a table in a moderate price range for six in madrid with french cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6876,<context> <user> may i have a table in a moderate price range for six in madrid with french cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid six moderate,api_call french madrid six moderate
6877,<context> <user> may i have a table in a moderate price range for six in madrid with french cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six moderate <query> actually i would prefer in a cheap price range,sure is there anything else to update,sure is there anything else to update
6878,<context> <user> may i have a table in a moderate price range for six in madrid with french cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six moderate <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6879,<context> <user> may i have a table in a moderate price range for six in madrid with french cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six moderate <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid six cheap,api_call french madrid six cheap
6880,<context> <user> may i have a table in a moderate price range for six in madrid with french cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six moderate <user> actually i would prefer in a cheap price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six cheap <query> thanks,you're welcome,api_call french madrid six cheap
6881,<query> may i have a table in a cheap price range in madrid with italian cuisine for four,i'm on it,i'm on it
6882,<context> <user> may i have a table in a cheap price range in madrid with italian cuisine for four <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6883,<context> <user> may i have a table in a cheap price range in madrid with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian madrid four cheap,api_call italian madrid four cheap
6884,<context> <user> may i have a table in a cheap price range in madrid with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian madrid four cheap <query> actually i would prefer with british food,sure is there anything else to update,sure is there anything else to update
6885,<context> <user> may i have a table in a cheap price range in madrid with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian madrid four cheap <user> actually i would prefer with british food <system> sure is there anything else to update <query> instead could it be in a expensive price range,sure is there anything else to update,sure is there anything else to update
6886,<context> <user> may i have a table in a cheap price range in madrid with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian madrid four cheap <user> actually i would prefer with british food <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6887,<context> <user> may i have a table in a cheap price range in madrid with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian madrid four cheap <user> actually i would prefer with british food <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid four expensive,api_call british madrid four expensive
6888,<context> <user> may i have a table in a cheap price range in madrid with italian cuisine for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian madrid four cheap <user> actually i would prefer with british food <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british madrid four expensive <query> you rock,you're welcome,api_call british madrid four expensive
6889,<query> can you make a restaurant reservation for two with british cuisine in paris in a expensive price range,i'm on it,i'm on it
6890,<context> <user> can you make a restaurant reservation for two with british cuisine in paris in a expensive price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6891,<context> <user> can you make a restaurant reservation for two with british cuisine in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british paris two expensive,api_call british paris two expensive
6892,<context> <user> can you make a restaurant reservation for two with british cuisine in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <query> actually i would prefer in a moderate price range,sure is there anything else to update,sure is there anything else to update
6893,<context> <user> can you make a restaurant reservation for two with british cuisine in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <query> instead could it be with spanish food,sure is there anything else to update,sure is there anything else to update
6894,<context> <user> can you make a restaurant reservation for two with british cuisine in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> instead could it be with spanish food <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6895,<context> <user> can you make a restaurant reservation for two with british cuisine in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> instead could it be with spanish food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call spanish paris two moderate,api_call spanish paris two moderate
6896,<context> <user> can you make a restaurant reservation for two with british cuisine in paris in a expensive price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris two expensive <user> actually i would prefer in a moderate price range <system> sure is there anything else to update <user> instead could it be with spanish food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call spanish paris two moderate <query> thanks,you're welcome,api_call spanish paris two moderate
6897,<query> can you make a restaurant reservation with british food in a cheap price range in madrid for eight,i'm on it,i'm on it
6898,<context> <user> can you make a restaurant reservation with british food in a cheap price range in madrid for eight <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6899,<context> <user> can you make a restaurant reservation with british food in a cheap price range in madrid for eight <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid eight cheap,api_call british madrid eight cheap
6900,<context> <user> can you make a restaurant reservation with british food in a cheap price range in madrid for eight <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british madrid eight cheap <query> instead could it be in a moderate price range,sure is there anything else to update,sure is there anything else to update
6901,<context> <user> can you make a restaurant reservation with british food in a cheap price range in madrid for eight <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british madrid eight cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6902,<context> <user> can you make a restaurant reservation with british food in a cheap price range in madrid for eight <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british madrid eight cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid eight moderate,api_call british madrid eight moderate
6903,<context> <user> can you make a restaurant reservation with british food in a cheap price range in madrid for eight <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british madrid eight cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british madrid eight moderate <query> you rock,you're welcome,api_call british madrid eight moderate
6904,<query> can you book a table for six people in bombay with indian food in a moderate price range,i'm on it,i'm on it
6905,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6906,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian bombay six moderate,api_call indian bombay six moderate
6907,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay six moderate <query> instead could it be in london,sure is there anything else to update,sure is there anything else to update
6908,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay six moderate <user> instead could it be in london <system> sure is there anything else to update <query> actually i would prefer for two people,sure is there anything else to update,sure is there anything else to update
6909,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay six moderate <user> instead could it be in london <system> sure is there anything else to update <user> actually i would prefer for two people <system> sure is there anything else to update <query> actually i would prefer with french food,sure is there anything else to update,sure is there anything else to update
6910,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay six moderate <user> instead could it be in london <system> sure is there anything else to update <user> actually i would prefer for two people <system> sure is there anything else to update <user> actually i would prefer with french food <system> sure is there anything else to update <query> actually i would prefer in a expensive price range,sure is there anything else to update,sure is there anything else to update
6911,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay six moderate <user> instead could it be in london <system> sure is there anything else to update <user> actually i would prefer for two people <system> sure is there anything else to update <user> actually i would prefer with french food <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6912,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay six moderate <user> instead could it be in london <system> sure is there anything else to update <user> actually i would prefer for two people <system> sure is there anything else to update <user> actually i would prefer with french food <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call french london two expensive,api_call french london two expensive
6913,<context> <user> can you book a table for six people in bombay with indian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian bombay six moderate <user> instead could it be in london <system> sure is there anything else to update <user> actually i would prefer for two people <system> sure is there anything else to update <user> actually i would prefer with french food <system> sure is there anything else to update <user> actually i would prefer in a expensive price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call french london two expensive <query>  thanks,you're welcome,ok let me look into some options for you
6914,<query> can you book a table with indian cuisine in madrid in a expensive price range for eight people,i'm on it,i'm on it
6915,<context> <user> can you book a table with indian cuisine in madrid in a expensive price range for eight people <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6916,<context> <user> can you book a table with indian cuisine in madrid in a expensive price range for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian madrid eight expensive,api_call indian madrid eight expensive
6917,<context> <user> can you book a table with indian cuisine in madrid in a expensive price range for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid eight expensive <query> instead could it be with french food,sure is there anything else to update,sure is there anything else to update
6918,<context> <user> can you book a table with indian cuisine in madrid in a expensive price range for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid eight expensive <user> instead could it be with french food <system> sure is there anything else to update <query> actually i would prefer for two people,sure is there anything else to update,sure is there anything else to update
6919,<context> <user> can you book a table with indian cuisine in madrid in a expensive price range for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid eight expensive <user> instead could it be with french food <system> sure is there anything else to update <user> actually i would prefer for two people <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6920,<context> <user> can you book a table with indian cuisine in madrid in a expensive price range for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid eight expensive <user> instead could it be with french food <system> sure is there anything else to update <user> actually i would prefer for two people <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid two expensive,api_call french madrid two expensive
6921,<context> <user> can you book a table with indian cuisine in madrid in a expensive price range for eight people <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian madrid eight expensive <user> instead could it be with french food <system> sure is there anything else to update <user> actually i would prefer for two people <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid two expensive <query> thank you,you're welcome,api_call french madrid two expensive
6922,<query> can you book a table in paris for four in a moderate price range with indian cuisine,i'm on it,i'm on it
6923,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6924,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call indian paris four moderate,api_call indian paris four moderate
6925,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian paris four moderate <query> actually i would prefer with italian food,sure is there anything else to update,sure is there anything else to update
6926,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian paris four moderate <user> actually i would prefer with italian food <system> sure is there anything else to update <query> instead could it be in rome,sure is there anything else to update,sure is there anything else to update
6927,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian paris four moderate <user> actually i would prefer with italian food <system> sure is there anything else to update <user> instead could it be in rome <system> sure is there anything else to update <query> instead could it be in a expensive price range,sure is there anything else to update,sure is there anything else to update
6928,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian paris four moderate <user> actually i would prefer with italian food <system> sure is there anything else to update <user> instead could it be in rome <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <query> actually i would prefer for six,sure is there anything else to update,sure is there anything else to update
6929,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian paris four moderate <user> actually i would prefer with italian food <system> sure is there anything else to update <user> instead could it be in rome <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6930,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian paris four moderate <user> actually i would prefer with italian food <system> sure is there anything else to update <user> instead could it be in rome <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query>  <SILENCE>,api_call italian rome six expensive,api_call italian rome six expensive
6931,<context> <user> can you book a table in paris for four in a moderate price range with indian cuisine <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call indian paris four moderate <user> actually i would prefer with italian food <system> sure is there anything else to update <user> instead could it be in rome <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer for six <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user>  <SILENCE> <system> api_call italian rome six expensive <query>  you rock,you're welcome,sure is there anything else to update
6932,<query> may i have a table with french cuisine in madrid in a moderate price range for six,i'm on it,i'm on it
6933,<context> <user> may i have a table with french cuisine in madrid in a moderate price range for six <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6934,<context> <user> may i have a table with french cuisine in madrid in a moderate price range for six <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid six moderate,api_call french madrid six moderate
6935,<context> <user> may i have a table with french cuisine in madrid in a moderate price range for six <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six moderate <query> actually i would prefer with british cuisine,sure is there anything else to update,sure is there anything else to update
6936,<context> <user> may i have a table with french cuisine in madrid in a moderate price range for six <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six moderate <user> actually i would prefer with british cuisine <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6937,<context> <user> may i have a table with french cuisine in madrid in a moderate price range for six <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six moderate <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid six moderate,api_call british madrid six moderate
6938,<context> <user> may i have a table with french cuisine in madrid in a moderate price range for six <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six moderate <user> actually i would prefer with british cuisine <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british madrid six moderate <query> thank you,you're welcome,api_call british madrid six moderate
6939,<query> i'd like to book a table for eight in paris with italian cuisine in a cheap price range,i'm on it,i'm on it
6940,<context> <user> i'd like to book a table for eight in paris with italian cuisine in a cheap price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6941,<context> <user> i'd like to book a table for eight in paris with italian cuisine in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris eight cheap,api_call italian paris eight cheap
6942,<context> <user> i'd like to book a table for eight in paris with italian cuisine in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight cheap <query> actually i would prefer with french food,sure is there anything else to update,sure is there anything else to update
6943,<context> <user> i'd like to book a table for eight in paris with italian cuisine in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight cheap <user> actually i would prefer with french food <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6944,<context> <user> i'd like to book a table for eight in paris with italian cuisine in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight cheap <user> actually i would prefer with french food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call french paris eight cheap,api_call french paris eight cheap
6945,<context> <user> i'd like to book a table for eight in paris with italian cuisine in a cheap price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris eight cheap <user> actually i would prefer with french food <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french paris eight cheap <query> thanks,you're welcome,api_call french paris eight cheap
6946,<query> can you book a table in rome for four people with italian food in a moderate price range,i'm on it,i'm on it
6947,<context> <user> can you book a table in rome for four people with italian food in a moderate price range <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6948,<context> <user> can you book a table in rome for four people with italian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome four moderate,api_call italian rome four moderate
6949,<context> <user> can you book a table in rome for four people with italian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <query> actually i would prefer for two,sure is there anything else to update,sure is there anything else to update
6950,<context> <user> can you book a table in rome for four people with italian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer for two <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6951,<context> <user> can you book a table in rome for four people with italian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer for two <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call italian rome two moderate,api_call italian rome two moderate
6952,<context> <user> can you book a table in rome for four people with italian food in a moderate price range <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome four moderate <user> actually i would prefer for two <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian rome two moderate <query> you rock,you're welcome,api_call italian rome two moderate
6953,<query> may i have a table with french food in a cheap price range for six people in madrid,i'm on it,i'm on it
6954,<context> <user> may i have a table with french food in a cheap price range for six people in madrid <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6955,<context> <user> may i have a table with french food in a cheap price range for six people in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call french madrid six cheap,api_call french madrid six cheap
6956,<context> <user> may i have a table with french food in a cheap price range for six people in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six cheap <query> actually i would prefer with italian cuisine,sure is there anything else to update,sure is there anything else to update
6957,<context> <user> may i have a table with french food in a cheap price range for six people in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six cheap <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <query> instead could it be in a expensive price range,sure is there anything else to update,sure is there anything else to update
6958,<context> <user> may i have a table with french food in a cheap price range for six people in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six cheap <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <query> actually i would prefer in paris,sure is there anything else to update,sure is there anything else to update
6959,<context> <user> may i have a table with french food in a cheap price range for six people in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six cheap <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer in paris <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6960,<context> <user> may i have a table with french food in a cheap price range for six people in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six cheap <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer in paris <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call italian paris six expensive,api_call italian paris six expensive
6961,<context> <user> may i have a table with french food in a cheap price range for six people in madrid <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call french madrid six cheap <user> actually i would prefer with italian cuisine <system> sure is there anything else to update <user> instead could it be in a expensive price range <system> sure is there anything else to update <user> actually i would prefer in paris <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian paris six expensive <query>  thanks,you're welcome,api_call italian paris six expensive
6962,<query> may i have a table in london for eight people in a cheap price range with italian food,i'm on it,i'm on it
6963,<context> <user> may i have a table in london for eight people in a cheap price range with italian food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6964,<context> <user> may i have a table in london for eight people in a cheap price range with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london eight cheap,api_call italian london eight cheap
6965,<context> <user> may i have a table in london for eight people in a cheap price range with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london eight cheap <query> instead could it be in a moderate price range,sure is there anything else to update,sure is there anything else to update
6966,<context> <user> may i have a table in london for eight people in a cheap price range with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london eight cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6967,<context> <user> may i have a table in london for eight people in a cheap price range with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london eight cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call italian london eight moderate,api_call italian london eight moderate
6968,<context> <user> may i have a table in london for eight people in a cheap price range with italian food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london eight cheap <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <user> <SILENCE> <system> api_call italian london eight moderate <query> you rock,you're welcome,api_call italian london eight moderate
6969,<query> can you make a restaurant reservation for eight in a expensive price range with british food in paris,i'm on it,i'm on it
6970,<context> <user> can you make a restaurant reservation for eight in a expensive price range with british food in paris <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
6971,<context> <user> can you make a restaurant reservation for eight in a expensive price range with british food in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call british paris eight expensive,api_call british paris eight expensive
6972,<context> <user> can you make a restaurant reservation for eight in a expensive price range with british food in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris eight expensive <query> actually i would prefer in madrid,sure is there anything else to update,sure is there anything else to update
6973,<context> <user> can you make a restaurant reservation for eight in a expensive price range with british food in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris eight expensive <user> actually i would prefer in madrid <system> sure is there anything else to update <query> instead could it be for four people,sure is there anything else to update,sure is there anything else to update
6974,<context> <user> can you make a restaurant reservation for eight in a expensive price range with british food in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris eight expensive <user> actually i would prefer in madrid <system> sure is there anything else to update <user> instead could it be for four people <system> sure is there anything else to update <query> instead could it be in a moderate price range,sure is there anything else to update,sure is there anything else to update
6975,<context> <user> can you make a restaurant reservation for eight in a expensive price range with british food in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris eight expensive <user> actually i would prefer in madrid <system> sure is there anything else to update <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <query> no,ok let me look into some options for you,ok let me look into some options for you
6976,<context> <user> can you make a restaurant reservation for eight in a expensive price range with british food in paris <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <user> <SILENCE> <system> api_call british paris eight expensive <user> actually i would prefer in madrid <system> sure is there anything else to update <user> instead could it be for four people <system> sure is there anything else to update <user> instead could it be in a moderate price range <system> sure is there anything else to update <user> no <system> ok let me look into some options for you <query> <SILENCE>,api_call british madrid four moderate,api_call british madrid four moderate
