,source_text,target_text,pred_text
4769,<context> <user> i'd like to book a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai food,how many people would be in your party,how many people would be in your party
4770,<context> <user> i'd like to book a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
4771,<context> <user> i'd like to book a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
4772,<context> <user> i'd like to book a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing six cheap,api_call thai beijing six cheap
4773,<query> can you make a restaurant reservation in hanoi in a cheap price range for two with vietnamese food,i'm on it,i'm on it
4774,<context> <user> can you make a restaurant reservation in hanoi in a cheap price range for two with vietnamese food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4775,<context> <user> can you make a restaurant reservation in hanoi in a cheap price range for two with vietnamese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi two cheap,api_call vietnamese hanoi two cheap
4776,<query> may i have a table in a cheap price range,i'm on it,i'm on it
4777,<context> <user> may i have a table in a cheap price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4778,<context> <user> may i have a table in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai cuisine,where should it be,where should it be
4779,<context> <user> may i have a table in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <query> beijing please,how many people would be in your party,how many people would be in your party
4780,<context> <user> may i have a table in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <user> beijing please <system> how many people would be in your party <query> for eight people please,ok let me look into some options for you,ok let me look into some options for you
4781,<context> <user> may i have a table in a cheap price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai cuisine <system> where should it be <user> beijing please <system> how many people would be in your party <user> for eight people please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing eight cheap,api_call thai beijing eight cheap
4782,<query> may i have a table in a moderate price range with korean cuisine,i'm on it,i'm on it
4783,<context> <user> may i have a table in a moderate price range with korean cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
4784,<context> <user> may i have a table in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in beijing,how many people would be in your party,how many people would be in your party
4785,<context> <user> may i have a table in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in beijing <system> how many people would be in your party <query> we will be six,ok let me look into some options for you,ok let me look into some options for you
4786,<context> <user> may i have a table in a moderate price range with korean cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in beijing <system> how many people would be in your party <user> we will be six <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing six moderate,api_call korean beijing six moderate
4787,<query> i'd like to book a table with korean food in a cheap price range for six in beijing,i'm on it,i'm on it
4788,<context> <user> i'd like to book a table with korean food in a cheap price range for six in beijing <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4789,<context> <user> i'd like to book a table with korean food in a cheap price range for six in beijing <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call korean beijing six cheap,api_call korean beijing six cheap
4790,<query> may i have a table with vietnamese cuisine,i'm on it,i'm on it
4791,<context> <user> may i have a table with vietnamese cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
4792,<context> <user> may i have a table with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> in seoul,how many people would be in your party,how many people would be in your party
4793,<context> <user> may i have a table with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <query> we will be six,which price range are looking for,which price range are looking for
4794,<context> <user> may i have a table with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
4795,<context> <user> may i have a table with vietnamese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> in seoul <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese seoul six cheap,api_call vietnamese seoul six cheap
4796,<query> i'd like to book a table in seoul in a expensive price range,i'm on it,i'm on it
4797,<context> <user> i'd like to book a table in seoul in a expensive price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4798,<context> <user> i'd like to book a table in seoul in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love japanese food,how many people would be in your party,how many people would be in your party
4799,<context> <user> i'd like to book a table in seoul in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> how many people would be in your party <query> for eight please,ok let me look into some options for you,ok let me look into some options for you
4800,<context> <user> i'd like to book a table in seoul in a expensive price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> how many people would be in your party <user> for eight please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul eight expensive,api_call japan eight expensive
4801,<query> can you book a table in a cheap price range in tokyo,i'm on it,i'm on it
4802,<context> <user> can you book a table in a cheap price range in tokyo <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4803,<context> <user> can you book a table in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love thai food,how many people would be in your party,how many people would be in your party
4804,<context> <user> can you book a table in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <query> for six people please,ok let me look into some options for you,ok let me look into some options for you
4805,<context> <user> can you book a table in a cheap price range in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love thai food <system> how many people would be in your party <user> for six people please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai tokyo six cheap,api_call thai tokyo six cheap
4806,<query> may i have a table in bangkok,i'm on it,i'm on it
4807,<context> <user> may i have a table in bangkok <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4808,<context> <user> may i have a table in bangkok <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with vietnamese cuisine,how many people would be in your party,how many people would be in your party
4809,<context> <user> may i have a table in bangkok <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> how many people would be in your party <query> for four people please,which price range are looking for,which price range are looking for
4810,<context> <user> may i have a table in bangkok <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> how many people would be in your party <user> for four people please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
4811,<context> <user> may i have a table in bangkok <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese cuisine <system> how many people would be in your party <user> for four people please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese bangkok four moderate,api_call vietnamese bangkok four moderate
4812,<query> can you make a restaurant reservation with cantonese cuisine,i'm on it,i'm on it
4813,<context> <user> can you make a restaurant reservation with cantonese cuisine <system> i'm on it <query> <SILENCE>,where should it be,where should it be
4814,<context> <user> can you make a restaurant reservation with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <query> hanoi please,how many people would be in your party,how many people would be in your party
4815,<context> <user> can you make a restaurant reservation with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> how many people would be in your party <query> we will be six,which price range are looking for,which price range are looking for
4816,<context> <user> can you make a restaurant reservation with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> how many people would be in your party <user> we will be six <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4817,<context> <user> can you make a restaurant reservation with cantonese cuisine <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> how many people would be in your party <user> we will be six <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese hanoi six expensive,api_call cantonese hanoi six expensive
4818,<query> may i have a table in bangkok in a expensive price range for six people with cantonese food,i'm on it,i'm on it
4819,<context> <user> may i have a table in bangkok in a expensive price range for six people with cantonese food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4820,<context> <user> may i have a table in bangkok in a expensive price range for six people with cantonese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese bangkok six expensive,api_call cantonese bangkok six expensive
4821,<query> can you book a table in a moderate price range with vietnamese food,i'm on it,i'm on it
4822,<context> <user> can you book a table in a moderate price range with vietnamese food <system> i'm on it <query> <SILENCE>,where should it be,where should it be
4823,<context> <user> can you book a table in a moderate price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> where should it be <query> hanoi please,how many people would be in your party,how many people would be in your party
4824,<context> <user> can you book a table in a moderate price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> how many people would be in your party <query> for six please,ok let me look into some options for you,ok let me look into some options for you
4825,<context> <user> can you book a table in a moderate price range with vietnamese food <system> i'm on it <user> <SILENCE> <system> where should it be <user> hanoi please <system> how many people would be in your party <user> for six please <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi six moderate,api_call vietnamese hanoi six moderate
4826,<query> can you make a restaurant reservation,i'm on it,i'm on it
4827,<context> <user> can you make a restaurant reservation <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4828,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese cuisine,where should it be,where should it be
4829,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <query> bangkok please,how many people would be in your party,how many people would be in your party
4830,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <user> bangkok please <system> how many people would be in your party <query> for two please,which price range are looking for,which price range are looking for
4831,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <user> bangkok please <system> how many people would be in your party <user> for two please <system> which price range are looking for <query> in a expensive price range please,ok let me look into some options for you,ok let me look into some options for you
4832,<context> <user> can you make a restaurant reservation <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese cuisine <system> where should it be <user> bangkok please <system> how many people would be in your party <user> for two please <system> which price range are looking for <user> in a expensive price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese bangkok two expensive,api_call cantonese bangkok two expensive
4833,<query> can you book a table,i'm on it,i'm on it
4834,<context> <user> can you book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4835,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with vietnamese food,where should it be,where should it be
4836,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese food <system> where should it be <query> in bangkok,how many people would be in your party,how many people would be in your party
4837,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese food <system> where should it be <user> in bangkok <system> how many people would be in your party <query> for two people please,which price range are looking for,which price range are looking for
4838,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese food <system> where should it be <user> in bangkok <system> how many people would be in your party <user> for two people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4839,<context> <user> can you book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with vietnamese food <system> where should it be <user> in bangkok <system> how many people would be in your party <user> for two people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese bangkok two expensive,api_call vietnamese bangkok two expensive
4840,<query> may i have a table in beijing,i'm on it,i'm on it
4841,<context> <user> may i have a table in beijing <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4842,<context> <user> may i have a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love cantonese food,how many people would be in your party,how many people would be in your party
4843,<context> <user> may i have a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
4844,<context> <user> may i have a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
4845,<context> <user> may i have a table in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese beijing six cheap,api_call cantonese beijing six cheap
4846,<query> i'd like to book a table,i'm on it,i'm on it
4847,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4848,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love japanese food,where should it be,where should it be
4849,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <query> seoul please,how many people would be in your party,how many people would be in your party
4850,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> seoul please <system> how many people would be in your party <query> for six please,which price range are looking for,which price range are looking for
4851,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> seoul please <system> how many people would be in your party <user> for six please <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
4852,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love japanese food <system> where should it be <user> seoul please <system> how many people would be in your party <user> for six please <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul six moderate,api_call japan six moderate
4853,<query> may i have a table in seoul with vietnamese cuisine in a expensive price range for two,i'm on it,i'm on it
4854,<context> <user> may i have a table in seoul with vietnamese cuisine in a expensive price range for two <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4855,<context> <user> may i have a table in seoul with vietnamese cuisine in a expensive price range for two <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese seoul two expensive,api_call vietnamese seoul two expensive
4856,<query> can you make a restaurant reservation for eight,i'm on it,i'm on it
4857,<context> <user> can you make a restaurant reservation for eight <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4858,<context> <user> can you make a restaurant reservation for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai food,where should it be,where should it be
4859,<context> <user> can you make a restaurant reservation for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <query> hanoi please,which price range are looking for,which price range are looking for
4860,<context> <user> can you make a restaurant reservation for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <user> hanoi please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4861,<context> <user> can you make a restaurant reservation for eight <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> where should it be <user> hanoi please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi eight expensive,api_call thai hanoi eight expensive
4862,<query> can you book a table in seoul,i'm on it,i'm on it
4863,<context> <user> can you book a table in seoul <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4864,<context> <user> can you book a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with japanese food,how many people would be in your party,how many people would be in your party
4865,<context> <user> can you book a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> how many people would be in your party <query> for four please,which price range are looking for,which price range are looking for
4866,<context> <user> can you book a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> how many people would be in your party <user> for four please <system> which price range are looking for <query> in a cheap price range please,ok let me look into some options for you,ok let me look into some options for you
4867,<context> <user> can you book a table in seoul <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with japanese food <system> how many people would be in your party <user> for four please <system> which price range are looking for <user> in a cheap price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul four cheap,api_call japanese seoul four cheap
4868,<query> i'd like to book a table in a moderate price range for six with thai food in hanoi,i'm on it,i'm on it
4869,<context> <user> i'd like to book a table in a moderate price range for six with thai food in hanoi <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4870,<context> <user> i'd like to book a table in a moderate price range for six with thai food in hanoi <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi six moderate,api_call thai hanoi six moderate
4871,<query> may i have a table in hanoi,i'm on it,i'm on it
4872,<context> <user> may i have a table in hanoi <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4873,<context> <user> may i have a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love vietnamese food,how many people would be in your party,how many people would be in your party
4874,<context> <user> may i have a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love vietnamese food <system> how many people would be in your party <query> for eight please,which price range are looking for,which price range are looking for
4875,<context> <user> may i have a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love vietnamese food <system> how many people would be in your party <user> for eight please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4876,<context> <user> may i have a table in hanoi <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love vietnamese food <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi eight expensive,api_call vietnamese hanoi eight expensive
4877,<query> may i have a table in tokyo,i'm on it,i'm on it
4878,<context> <user> may i have a table in tokyo <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4879,<context> <user> may i have a table in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with cantonese food,how many people would be in your party,how many people would be in your party
4880,<context> <user> may i have a table in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> how many people would be in your party <query> for eight please,which price range are looking for,which price range are looking for
4881,<context> <user> may i have a table in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> how many people would be in your party <user> for eight please <system> which price range are looking for <query> i am looking for a cheap restaurant,ok let me look into some options for you,ok let me look into some options for you
4882,<context> <user> may i have a table in tokyo <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with cantonese food <system> how many people would be in your party <user> for eight please <system> which price range are looking for <user> i am looking for a cheap restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese tokyo eight cheap,api_call cantonese tokyo eight cheap
4883,<query> can you book a table in seoul for six in a expensive price range with japanese food,i'm on it,i'm on it
4884,<context> <user> can you book a table in seoul for six in a expensive price range with japanese food <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4885,<context> <user> can you book a table in seoul for six in a expensive price range with japanese food <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese seoul six expensive,api_call japanese seoul six expensive
4886,<query> can you make a restaurant reservation in hanoi in a expensive price range for six people,i'm on it,i'm on it
4887,<context> <user> can you make a restaurant reservation in hanoi in a expensive price range for six people <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4888,<context> <user> can you make a restaurant reservation in hanoi in a expensive price range for six people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai food,ok let me look into some options for you,ok let me look into some options for you
4889,<context> <user> can you make a restaurant reservation in hanoi in a expensive price range for six people <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> ok let me look into some options for you <query> <SILENCE>,api_call thai hanoi six expensive,api_call thai hanoi six expensive
4890,<query> i'd like to book a table,i'm on it,i'm on it
4891,<context> <user> i'd like to book a table <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4892,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> i love cantonese food,where should it be,where should it be
4893,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> where should it be <query> in bangkok,how many people would be in your party,how many people would be in your party
4894,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> where should it be <user> in bangkok <system> how many people would be in your party <query> for six please,which price range are looking for,which price range are looking for
4895,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> where should it be <user> in bangkok <system> how many people would be in your party <user> for six please <system> which price range are looking for <query> i am looking for a moderate restaurant,ok let me look into some options for you,ok let me look into some options for you
4896,<context> <user> i'd like to book a table <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> i love cantonese food <system> where should it be <user> in bangkok <system> how many people would be in your party <user> for six please <system> which price range are looking for <user> i am looking for a moderate restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese bangkok six moderate,api_call cantonese bangkok six moderate
4897,<query> can you book a table in hanoi with vietnamese cuisine in a cheap price range for four,i'm on it,i'm on it
4898,<context> <user> can you book a table in hanoi with vietnamese cuisine in a cheap price range for four <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4899,<context> <user> can you book a table in hanoi with vietnamese cuisine in a cheap price range for four <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call vietnamese hanoi four cheap,api_call vietnamese hanoi four cheap
4900,<query> may i have a table in tokyo in a expensive price range with japanese cuisine,i'm on it,i'm on it
4901,<context> <user> may i have a table in tokyo in a expensive price range with japanese cuisine <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
4902,<context> <user> may i have a table in tokyo in a expensive price range with japanese cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be eight,ok let me look into some options for you,ok let me look into some options for you
4903,<context> <user> may i have a table in tokyo in a expensive price range with japanese cuisine <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be eight <system> ok let me look into some options for you <query> <SILENCE>,api_call japanese tokyo eight expensive,api_call japanese tokyo eight expensive
4904,<query> i'd like to book a table for eight in beijing,i'm on it,i'm on it
4905,<context> <user> i'd like to book a table for eight in beijing <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4906,<context> <user> i'd like to book a table for eight in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with thai food,which price range are looking for,which price range are looking for
4907,<context> <user> i'd like to book a table for eight in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> which price range are looking for <query> in a moderate price range please,ok let me look into some options for you,ok let me look into some options for you
4908,<context> <user> i'd like to book a table for eight in beijing <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with thai food <system> which price range are looking for <user> in a moderate price range please <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing eight moderate,api_call thai beijing eight moderate
4909,<query> can you make a restaurant reservation in a expensive price range in beijing with thai food,i'm on it,i'm on it
4910,<context> <user> can you make a restaurant reservation in a expensive price range in beijing with thai food <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
4911,<context> <user> can you make a restaurant reservation in a expensive price range in beijing with thai food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,ok let me look into some options for you,ok let me look into some options for you
4912,<context> <user> can you make a restaurant reservation in a expensive price range in beijing with thai food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> we will be four <system> ok let me look into some options for you <query> <SILENCE>,api_call thai beijing four expensive,api_call thai beijing four expensive
4913,<query> can you book a table for eight with cantonese food in a moderate price range in tokyo,i'm on it,i'm on it
4914,<context> <user> can you book a table for eight with cantonese food in a moderate price range in tokyo <system> i'm on it <query> <SILENCE>,ok let me look into some options for you,ok let me look into some options for you
4915,<context> <user> can you book a table for eight with cantonese food in a moderate price range in tokyo <system> i'm on it <user> <SILENCE> <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese tokyo eight moderate,api_call cantonese tokyo eight moderate
4916,<query> may i have a table in seoul for six people in a moderate price range,i'm on it,i'm on it
4917,<context> <user> may i have a table in seoul for six people in a moderate price range <system> i'm on it <query> <SILENCE>,any preference on a type of cuisine,any preference on a type of cuisine
4918,<context> <user> may i have a table in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <query> with korean cuisine,ok let me look into some options for you,ok let me look into some options for you
4919,<context> <user> may i have a table in seoul for six people in a moderate price range <system> i'm on it <user> <SILENCE> <system> any preference on a type of cuisine <user> with korean cuisine <system> ok let me look into some options for you <query> <SILENCE>,api_call korean seoul six moderate,api_call korean seoul six moderate
4920,<query> can you book a table in tokyo with cantonese food,i'm on it,i'm on it
4921,<context> <user> can you book a table in tokyo with cantonese food <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
4922,<context> <user> can you book a table in tokyo with cantonese food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> for six people please,which price range are looking for,which price range are looking for
4923,<context> <user> can you book a table in tokyo with cantonese food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for six people please <system> which price range are looking for <query> i am looking for a expensive restaurant,ok let me look into some options for you,ok let me look into some options for you
4924,<context> <user> can you book a table in tokyo with cantonese food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <user> for six people please <system> which price range are looking for <user> i am looking for a expensive restaurant <system> ok let me look into some options for you <query> <SILENCE>,api_call cantonese tokyo six expensive,api_call cantonese tokyo six expensive
4925,<query> may i have a table in a expensive price range in tokyo with thai food,i'm on it,i'm on it
4926,<context> <user> may i have a table in a expensive price range in tokyo with thai food <system> i'm on it <query> <SILENCE>,how many people would be in your party,how many people would be in your party
4927,<context> <user> may i have a table in a expensive price range in tokyo with thai food <system> i'm on it <user> <SILENCE> <system> how many people would be in your party <query> we will be four,ok let me look into some options for you,ok let me look into some options for you
